[ 2023-12-06 19:15:34,816 ] 96 werkzeug - WARNING -  * Debugger is active!
[ 2023-12-06 19:15:34,830 ] 96 werkzeug - INFO -  * Debugger PIN: 111-607-179
[ 2023-12-06 19:15:36,485 ] 96 werkzeug - INFO - 127.0.0.1 - - [06/Dec/2023 19:15:36] "GET / HTTP/1.1" 200 -
[ 2023-12-06 19:15:40,622 ] 96 werkzeug - INFO - 127.0.0.1 - - [06/Dec/2023 19:15:40] "GET /predict HTTP/1.1" 200 -
[ 2023-12-06 19:15:43,071 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\concurrent\\__init__.py', reloading
[ 2023-12-06 19:15:43,071 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\distutils\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\idlelib\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\lib2to3\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\test\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\turtledemo\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\wsgiref\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\xmlrpc\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\tinycss2\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\absl\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\adodbapi\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\alabaster\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\anaconda_anon_usage\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\anaconda_navigator\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\anaconda_project\\__init__.py', reloading
[ 2023-12-06 19:15:43,086 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\antlr4\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\archspec\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\argh\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\arrow\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\astropy\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\astunparse\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\atomicwrites\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\backcall\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\backports\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\binaryornot\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\binstar_client\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\bkcharts\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\blackd\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\blib2to3\\__init__.py', reloading
[ 2023-12-06 19:15:43,102 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\boto3\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\botocore\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\bottleneck\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\brotli\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\cassandra\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\click_didyoumean\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\click_plugins\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\click_repl\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\cloudpickle\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\clyent\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\colorcet\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\comtypes\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\conda_content_trust\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\conda_env\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\conda_index\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\conda_libmamba_solver\\__init__.py', reloading
[ 2023-12-06 19:15:43,118 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\conda_pack\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\conda_package_handling\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\conda_package_streaming\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\conda_token\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\conda_verify\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\cookiecutter\\__init__.py', reloading
